ID	Hexagon_index
ENSG00000147394	38
ENSG00000147416	31
ENSG00000147439	15
ENSG00000147535	26
ENSG00000147573	50
ENSG00000147592	61
ENSG00000147642	60
ENSG00000147883	48
ENSG00000147955	34
ENSG00000148019	58
ENSG00000148110	34
ENSG00000148143	54
ENSG00000148219	13
ENSG00000148344	47
ENSG00000148426	37
ENSG00000148484	8
ENSG00000148498	54
ENSG00000148516	19
ENSG00000148600	38
ENSG00000148677	39
ENSG00000148842	46
ENSG00000148848	48
ENSG00000148926	10
ENSG00000149115	22
ENSG00000149177	8
ENSG00000149218	40
ENSG00000149256	38
ENSG00000149380	61
ENSG00000149485	57
ENSG00000149541	10
ENSG00000149557	13
ENSG00000149573	38
ENSG00000149591	40
ENSG00000149596	38
ENSG00000149782	2
ENSG00000149948	29
ENSG00000150051	30
ENSG00000150347	46
ENSG00000150403	7
ENSG00000150630	14
ENSG00000150687	46
ENSG00000150764	38
ENSG00000150995	46
ENSG00000151116	34
ENSG00000151117	50
ENSG00000151150	36
ENSG00000151164	23
ENSG00000151327	60
ENSG00000151376	26
ENSG00000151388	53
ENSG00000151491	59
ENSG00000151623	29
ENSG00000151651	49
ENSG00000151693	3
ENSG00000151718	17
ENSG00000151726	21
ENSG00000151729	23
ENSG00000151892	15
ENSG00000151929	40
ENSG00000152061	53
ENSG00000152127	54
ENSG00000152137	21
ENSG00000152223	5
ENSG00000152229	7
ENSG00000152242	17
ENSG00000152284	8
ENSG00000152377	13
ENSG00000152402	52
ENSG00000152409	45
ENSG00000152484	34
ENSG00000152518	61
ENSG00000152527	5
ENSG00000152558	19
ENSG00000152601	42
ENSG00000152661	27
ENSG00000152689	53
ENSG00000152779	38
ENSG00000152784	51
ENSG00000152818	56
ENSG00000152894	15
ENSG00000152952	9
ENSG00000152990	31
ENSG00000153048	58
ENSG00000153064	41
ENSG00000153113	18
ENSG00000153179	18
ENSG00000153208	28
ENSG00000153214	34
ENSG00000153233	53
ENSG00000153237	50
ENSG00000153246	42
ENSG00000153250	7
ENSG00000153292	28
ENSG00000153404	54
ENSG00000153485	57
ENSG00000153814	18
ENSG00000153822	5
ENSG00000153904	41
ENSG00000153976	13
ENSG00000153982	48
ENSG00000154027	15
ENSG00000154080	52
ENSG00000154134	53
ENSG00000154153	58
ENSG00000154175	13
ENSG00000154229	43
ENSG00000154265	53
ENSG00000154310	5
ENSG00000154358	48
ENSG00000154359	58
ENSG00000154529	60
ENSG00000154553	59
ENSG00000154642	27
ENSG00000154678	29
ENSG00000154721	52
ENSG00000154734	50
ENSG00000154736	50
ENSG00000154767	32
ENSG00000154917	10
ENSG00000154928	49
ENSG00000155016	22
ENSG00000155090	18
ENSG00000155115	7
ENSG00000155158	36
ENSG00000155313	19
ENSG00000155324	42
ENSG00000155368	34
ENSG00000155380	3
ENSG00000155463	25
ENSG00000155629	40
ENSG00000155666	53
ENSG00000155755	54
ENSG00000155850	39
ENSG00000155893	10
ENSG00000155903	34
ENSG00000156052	43
ENSG00000156103	30
ENSG00000156110	7
ENSG00000156113	52
ENSG00000156140	14
